Būt procesā	Process	s#^(.*?)ēt$#\1ēšanās#
Būt procesā	Process	s#^(.*?)t$#\1šana#
Būt stāvoklī	Stāvoklis	s#^(.*?)ēt$#\1ēšana#
Būt stāvoklī	Stāvoklis	s#^(.*?)draudēt$#\1draudi#
Būt stāvoklī	Stāvoklis	s#^(.*?)veikties$#\1veiksme#
Būt stāvoklī	Stāvoklis	s#^(.*?)kontrolēt$#\1kontrole#
Būt stāvoklī	Stāvoklis	s#^(.*?)lūgt$#\1lūgšana#
Būt stāvoklī	Stāvoklis	s#^(.*?)ēt$#\1i#
Būt stāvoklī	Stāvoklis	s#^(.*?)ties$#\1sme#
Būt stāvoklī	Stāvoklis	s#^(.*?)ēt$#\1e#
Būt stāvoklī	Stāvoklis	s#^(.*?)t$#\1šana#
Abstrakts nojēgums	Saistīts ar nosaukto	s#^(.*?)ija$#\1isks#
Abstrakts nojēgums	Saistīts ar nosaukto	s#^(.*?)ika$#\1isks#
Abstrakts nojēgums	Saistīts ar nosaukto	s#^(.*?)ība$#\1isks#
Darīt	Vieta (lietvārds)	s#^(.*?)ot$#\1oklis#
Darīt	Vieta (lietvārds)	s#^(.*?)ot$#\1otava#
Darīt	Vieta (lietvārds)	s#^(.*?)t$#\1tuve#
Darīt	Vieta (lietvārds)	s#^(.*?)st$#\1dnīca#
Darīt	Cits	s#^(.*?)āt$#\1āšana#
Darīt	Cits	s#^(.*?)argāt$#\1ardzība#
Darīt	Cits	s#^(.*?)st$#\1zums#
Darīt	Cits	s#^(.*?)st$#\1deklis#
Darīt	Cits	s#^(.*?)ēt$#\1ēklis#
Darīt	Instruments	s#^(.*?)dzirdēt$#\1dzirdeklis#
Darīt	Instruments	s#^(.*?)redzēt$#\1redzoklis#
Darīt	Instruments	s#^(.*?)miglot$#\1miglotājs#
Darīt	Instruments	s#^(.*?)kliegt$#\1kliedzamais#
Darīt	Instruments	s#^(.*?)aizsargāt$#\1aizsargs#
Darīt	Instruments	s#^(.*?)ēt$#\1eklis#
Darīt	Instruments	s#^(.*?)ot$#\1otājs#
Darīt	Instruments	s#^(.*?)gt$#\1dzamais#
Darīt	Instruments	s#^(.*?)gāt$#\1gs#
